0.00,0.336982
0.01,0.345629
0.02,0.288861
0.03,0.316763
0.05,0.313228
0.06,0.347141
0.07,0.266967
0.08,0.291980
0.09,0.321744
0.10,0.298700
0.12,0.242561
0.13,0.217444
0.14,0.233839
0.15,0.198877
0.16,0.185335
0.17,0.192719
0.19,0.256471
0.20,0.288442
0.21,0.319490
0.22,0.196537
0.23,0.144707
0.24,0.280527
0.26,0.220950
0.27,0.230311
0.28,0.220642
0.29,0.220829
0.30,0.280803
0.31,0.291405
0.33,0.210365
0.34,0.134867
0.35,0.301581
0.36,0.281908
0.37,0.167233
0.38,0.246188
0.39,0.144565
0.41,0.196358
0.42,0.267987
0.43,0.275615
0.44,0.241162
0.45,0.165085
0.46,0.178269
0.48,0.282612
0.49,0.328438
0.50,0.205793
0.51,0.264166
0.52,0.375011
0.53,0.467178
0.55,0.479822
0.56,0.419188
0.57,0.365292
0.58,0.287864
0.59,0.395942
0.60,0.414147
0.62,0.359375
0.63,0.404745
0.64,0.382982
0.65,0.362063
0.66,0.346689
0.67,0.251577
0.68,0.320895
0.70,0.347296
0.71,0.260584
0.72,0.258947
0.73,0.289050
0.74,0.258552
0.75,0.341719
0.77,0.396315
0.78,0.279333
0.79,0.250557
0.80,0.414841
0.81,0.357085
0.82,0.294637
0.84,0.391693
0.85,0.323712
0.86,0.270431
0.87,0.192945
0.88,0.233571
0.89,0.382372
0.91,0.319282
0.92,0.228863
0.93,0.278201
0.94,0.196341
0.95,0.263420
0.96,0.298095
0.98,0.243518
0.99,0.255322
1.00,0.201218
1.01,0.261012
1.02,0.277267
1.03,0.183527
1.04,0.144186
1.06,0.220486
1.07,0.251888
1.08,0.248466
1.09,0.286649
1.10,0.344210
1.11,0.428022
1.13,0.364222
1.14,0.394241
1.15,0.306874
1.16,0.448189
1.17,0.511170
1.18,0.499426
1.20,0.583317
1.21,0.309806
1.22,0.389075
1.23,0.453289
1.24,0.363585
1.25,0.318864
1.27,0.289924
1.28,0.265099
1.29,0.328990
1.30,0.440074
1.31,0.377786
1.32,0.214036
1.34,0.366403
1.35,0.348064
1.36,0.302420
1.37,0.220224
1.38,0.308115
1.39,0.370179
1.40,0.381544
1.42,0.393877
1.43,0.338821
1.44,0.326793
1.45,0.308032
1.46,0.289401
1.47,0.247777
1.49,0.260404
1.50,0.319487
1.51,0.295302
1.52,0.252336
1.53,0.254660
1.54,0.232890
1.56,0.271691
1.57,0.229083
1.58,0.284028
1.59,0.221937
1.60,0.246367
1.61,0.245140
1.63,0.267574
1.64,0.209267
1.65,0.256468
1.66,0.242824
1.67,0.189028
1.68,0.289297
1.70,0.340840
1.71,0.362421
1.72,0.407283
1.73,0.515379
1.74,0.372701
1.75,0.487719
1.76,0.502192
1.78,0.430956
1.79,0.220775
1.80,0.235325
1.81,0.264344
1.82,0.283537
1.83,0.353855
1.85,0.280087
1.86,0.295942
1.87,0.271322
1.88,0.428660
1.89,0.316565
1.90,0.187893
1.92,0.352906
1.93,0.336906
1.94,0.195818
1.95,0.280515
1.96,0.272268
1.97,0.219121
1.99,0.296794
2.00,0.292583
2.01,0.320300
2.02,0.290906
2.03,0.318350
2.04,0.300104
2.05,0.279528
2.07,0.270901
2.08,0.195495
2.09,0.186677
2.10,0.183604
2.11,0.132143
2.12,0.190880
2.14,0.240221
2.15,0.234669
2.16,0.221715
2.17,0.201806
2.18,0.177929
2.19,0.147411
2.21,0.132018
2.22,0.177045
2.23,0.197076
2.24,0.146537
2.25,0.136181
2.26,0.140081
2.28,0.154401
2.29,0.285462
2.30,0.437786
2.31,0.462990
2.32,0.357570
2.33,0.421925
2.35,0.550387
2.36,0.534797
2.37,0.486701
2.38,0.412005
2.39,0.271289
2.40,0.354843
2.41,0.373899
2.43,0.396736
2.44,0.248309
2.45,0.214045
2.46,0.376629
2.47,0.398785
2.48,0.331000
2.50,0.270550
2.51,0.329660
2.52,0.320447
2.53,0.287244
2.54,0.330011
2.55,0.180404
2.57,0.305214
2.58,0.398605
2.59,0.278987
2.60,0.173307
2.61,0.338551
2.62,0.322296
2.64,0.369164
2.65,0.309697
2.66,0.301244
2.67,0.197136
2.68,0.314676
2.69,0.300180
2.71,0.248324
2.72,0.241165
2.73,0.200727
2.74,0.206571
2.75,0.217200
2.76,0.179499
2.77,0.162789
2.79,0.164604
2.80,0.079020
2.81,0.153184
2.82,0.194914
2.83,0.165637
2.84,0.158630
2.86,0.174060
2.87,0.251095
2.88,0.276327
2.89,0.300153
2.90,0.423809
2.91,0.410517
2.93,0.318827
2.94,0.251047
2.95,0.267339
2.96,0.318685
2.97,0.364188
2.98,0.337470
3.00,0.378895
3.01,0.390910
3.02,0.317438
3.03,0.376180
3.04,0.284146
3.05,0.255710
3.07,0.304935
3.08,0.322600
3.09,0.194216
3.10,0.243442
3.11,0.306368
3.12,0.221449
3.13,0.180485
3.15,0.239757
3.16,0.249644
3.17,0.242718
3.18,0.191103
3.19,0.240378
3.20,0.232270
3.22,0.150394
3.23,0.140897
3.24,0.099275
3.25,0.095070
3.26,0.072816
3.27,0.058449
3.29,0.087165
3.30,0.053522
3.31,0.069289
3.32,0.106410
3.33,0.098235
3.34,0.106796
3.36,0.104539
3.37,0.077223
3.38,0.122281
3.39,0.103794
3.40,0.082492
3.41,0.118171
3.42,0.153949
3.44,0.122752
3.45,0.117718
3.46,0.116914
3.47,0.121127
3.48,0.159349
3.49,0.388437
3.51,0.405171
3.52,0.401436
3.53,0.317016
3.54,0.366780
3.55,0.415458
3.56,0.533989
3.58,0.347098
3.59,0.367871
3.60,0.370284
3.61,0.408094
3.62,0.483835
3.63,0.395652
3.65,0.348671
3.66,0.286023
3.67,0.362922
3.68,0.467684
3.69,0.425397
3.70,0.314598
3.72,0.313870
3.73,0.225279
3.74,0.347954
3.75,0.465245
3.76,0.396905
3.77,0.413044
3.78,0.368341
3.80,0.219596
3.81,0.365641
3.82,0.406846
3.83,0.406226
3.84,0.275334
3.85,0.244152
3.87,0.309520
3.88,0.290198
3.89,0.315780
3.90,0.356717
3.91,0.300391
3.92,0.256743
3.94,0.284991
3.95,0.158182
3.96,0.239223
3.97,0.267527
3.98,0.242358
3.99,0.243204
4.01,0.286493
4.02,0.155925
4.03,0.184431
4.04,0.241920
4.05,0.237361
4.06,0.244171
4.08,0.285516
